Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),SR (W/mt2)
1/7/2021 14:00,90.62,187.28,23.72,40.35,64.1,43.25,35.75,0.75,113.86,13.25,25.99,24.28,41.65,29.84,36.99,0.33,335.34,0.0,92.75
1/7/2021 15:00,81.5,180.58,23.38,31.55,54.92,42.92,25.75,0.65,92.46,8.96,17.32,13.62,27.16,29.12,39.34,0.1,269.23,0.0,49.8
1/7/2021 16:00,75.97,167.65,23.8,39.78,63.58,42.82,18.78,0.77,62.7,12.41,10.1,6.28,16.94,26.2,50.19,0.06,183.29,0.0,29.48
1/7/2021 17:00,82.62,169.85,34.92,93.8,128.7,48.4,16.32,1.64,18.43,41.6,34.47,31.25,77.78,24.02,60.31,0.1,211.81,0.0,22.62
1/7/2021 18:00,98.65,196.62,127.82,129.12,257.02,49.28,12.81,3.05,12.32,18.66,39.2,32.22,89.89,22.87,67.62,0.12,164.9,0.0,21.42
1/7/2021 19:00,123.92,226.15,254.25,143.9,398.18,55.69,12.35,4.0,11.69,63.49,55.15,16.02,65.71,22.36,72.26,0.08,238.73,0.0,21.58
1/7/2021 20:00,147.85,270.92,195.9,120.78,316.67,54.16,11.36,3.36,12.14,51.94,53.34,14.8,69.46,21.8,73.94,0.1,186.1,0.0,21.52
1/7/2021 21:00,165.92,281.73,158.22,100.08,258.32,52.38,10.58,2.92,10.1,36.53,39.92,11.66,55.79,21.29,74.74,0.08,219.96,0.0,21.55
1/7/2021 22:00,153.23,227.38,66.25,81.8,148.02,44.17,9.32,2.24,9.7,28.07,30.89,9.49,45.73,20.98,71.91,0.1,219.21,0.0,21.65
1/7/2021 23:00,133.45,183.0,74.7,71.4,146.62,43.3,8.31,2.24,9.66,22.08,26.84,7.78,39.68,20.44,76.46,0.271377245508982,181.22,0.0,21.5
1/8/2021 0:00,123.78,141.08,39.9,75.45,115.3,41.61,12.35,1.47,9.05,19.12,21.64,6.91,35.81,20.62,69.66,0.11,206.44,0.0,21.58
1/8/2021 1:00,109.88,127.02,31.85,75.03,106.9,40.92,10.61,1.28,9.4,13.08,17.15,5.57,28.1,20.56,68.9,0.08,249.06,0.0,21.45
1/8/2021 2:00,102.2,126.12,31.28,73.1,104.4,40.2,10.23,0.98,9.38,11.48,15.77,5.66,25.6,19.94,71.12,0.14,187.34,0.0,21.17
1/8/2021 3:00,93.7,104.88,45.2,68.07,113.25,39.78,8.43,1.07,9.42,10.65,14.27,4.98,21.77,19.62,75.38,0.12,178.44,0.0,21.35
1/8/2021 4:00,94.07,115.68,36.72,63.88,100.6,39.38,16.48,1.02,10.25,12.7,18.28,6.37,25.61,20.4,69.34,0.14,312.79,0.0,21.9
1/8/2021 5:00,98.52,147.07,41.38,68.0,109.38,40.66,31.44,1.19,10.54,14.02,19.03,5.85,22.14,20.77,70.05,0.26,342.45,0.0,21.38
1/8/2021 6:00,122.72,189.88,40.02,65.75,105.82,40.73,24.08,1.39,11.24,20.1,25.88,6.52,23.09,20.62,74.5,0.2,263.18,0.0,24.2
1/8/2021 7:00,144.95,213.58,15.88,55.22,71.1,39.14,22.69,1.13,19.76,13.94,18.01,4.81,18.19,22.08,65.72,0.4,95.27,0.0,37.22
1/8/2021 8:00,140.12,209.4,9.8,44.15,53.95,38.56,17.85,0.76,44.16,8.99,10.52,2.87,11.82,24.31,55.19,0.48,183.83,0.0,79.75
1/8/2021 9:00,129.18,169.68,5.82,43.6,49.42,37.87,16.92,0.65,56.23,7.62,10.48,2.48,9.97,26.73,45.66,0.34,86.48,0.0,76.55
1/8/2021 10:00,109.05,128.68,16.95,35.6,52.5,38.11,19.64,0.44,71.32,7.91,9.12,2.21,8.75,27.61,41.02,0.66,271.11,0.0,61.55
1/8/2021 11:00,90.32,94.32,12.65,31.92,44.58,35.89,18.84,0.41,87.76,9.15,9.66,2.17,8.14,28.25,39.28,0.7,182.38,0.0,79.12
1/8/2021 12:00,78.85,87.38,9.48,22.62,32.12,35.23,13.18,0.42,91.13,24.42,13.21,3.76,11.18,28.5,34.8,1.08,177.92,0.0,193.0
1/8/2021 13:00,66.42,96.15,7.07,20.82,27.88,36.75,13.75,0.44,100.65,11.33,7.26,3.01,10.66,28.79,37.02,0.56,90.0,0.0,161.15
1/8/2021 14:00,63.45,95.22,22.85,19.82,42.65,37.76,9.72,0.43,94.15,11.46,7.59,3.31,15.26,28.07,38.53,0.77,89.54,0.0,93.98
1/8/2021 15:00,59.08,83.3,22.32,19.0,41.35,37.14,10.39,0.42,85.04,13.76,8.93,4.79,16.92,27.65,38.98,0.62,182.51,0.0,58.95
1/8/2021 16:00,51.0,82.1,23.48,35.32,58.8,38.81,14.86,0.72,58.72,33.68,14.6,6.35,20.46,26.43,42.43,0.54,346.2,0.0,32.42
1/8/2021 17:00,49.25,82.58,23.25,41.7,64.97,40.41,14.3,0.68,48.23,27.55,19.85,12.86,31.87,25.6,45.67,0.42,265.92,0.0,23.3
1/8/2021 18:00,52.65,85.98,24.8,56.7,81.53,40.89,8.7,1.0,29.54,16.83,17.79,6.35,20.66,24.94,48.66,0.3,259.02,0.0,23.05
1/8/2021 19:00,60.9,96.28,30.18,72.08,102.25,42.32,9.11,1.33,17.81,28.07,33.84,7.85,24.54,24.13,53.83,0.14,326.72,0.0,23.12
1/8/2021 20:00,73.45,111.6,28.1,67.05,95.18,42.97,10.76,1.54,18.52,35.09,32.12,5.59,23.19,23.27,58.03,0.1,274.99,0.0,22.4
1/8/2021 21:00,83.25,117.8,44.78,76.6,121.35,43.23,8.85,1.73,10.48,53.04,41.68,5.98,25.56,22.09,65.45,0.12,182.56,0.0,22.42
1/8/2021 22:00,90.28,123.52,59.12,78.08,137.23,41.64,7.82,1.85,10.13,36.49,34.38,5.26,26.07,21.85,66.63,0.15,176.75,0.0,22.65
1/8/2021 23:00,89.9,127.15,63.4,78.58,141.98,41.8,7.06,1.84,10.29,31.43,31.49,5.46,27.23,21.58,68.43,0.15,176.11,0.0,23.65
1/9/2021 0:00,94.48,137.8,39.42,62.3,101.72,40.88,7.62,1.23,10.72,25.4,27.76,4.91,25.07,21.34,69.08,0.15,195.06,0.0,22.4
1/9/2021 1:00,92.95,144.2,27.08,46.52,73.57,40.29,6.48,0.92,19.04,15.26,26.14,3.41,17.4,20.84,70.74,0.12,232.69,0.0,22.45
1/9/2021 2:00,88.8,133.82,18.35,30.8,49.2,36.73,8.49,0.53,34.61,10.17,17.45,2.44,11.37,20.9,65.95,0.15,294.02,0.0,22.62
1/9/2021 3:00,85.12,119.12,16.35,24.1,40.45,35.86,9.41,0.37,38.72,6.9,10.35,1.61,7.14,20.83,61.7,0.16,293.59,0.0,22.72
1/9/2021 4:00,78.88,104.1,15.8,19.08,34.88,35.8,9.57,0.33,43.56,5.4,8.13,1.32,5.86,20.8,61.63,0.11,297.74,0.0,22.65
1/9/2021 5:00,71.78,99.7,15.0,20.65,35.68,36.06,10.81,0.36,41.94,4.99,7.01,1.17,5.24,20.74,62.63,0.11,292.23,0.0,22.5
1/9/2021 6:00,69.47,95.15,21.67,22.55,44.22,36.37,5.74,0.5,38.58,5.17,5.91,1.04,4.7,20.16,65.89,0.14,256.04,0.0,24.85
1/9/2021 7:00,70.9,95.02,21.3,21.15,42.48,35.53,7.32,0.52,46.98,5.21,6.02,0.95,4.69,21.12,62.36,0.27,217.43,0.0,38.7
1/9/2021 8:00,68.55,108.48,20.72,20.42,41.15,36.93,7.77,0.53,61.95,4.45,5.62,0.86,4.38,23.02,54.65,0.32,255.83,0.0,76.82
1/9/2021 9:00,65.93,106.88,19.58,19.25,38.83,37.28,9.07,0.5,73.03,5.42,6.05,1.01,4.56,24.26,51.24,0.49,176.23,0.0,78.93
1/9/2021 10:00,67.7,97.5,23.65,16.05,39.7,35.44,10.42,0.51,82.51,5.2,5.49,0.9,4.16,25.56,47.68,0.34,167.49,0.0,67.1
1/9/2021 11:00,70.12,83.6,22.5,17.9,40.42,35.66,10.78,0.54,101.68,10.06,6.6,1.3,4.82,26.95,43.97,0.34,134.18,0.0,82.02
1/9/2021 12:00,71.18,87.68,21.92,21.1,43.08,37.25,16.26,0.67,115.93,9.98,10.34,2.37,6.72,28.08,40.97,0.28,301.3,0.0,171.02
1/9/2021 13:00,76.98,100.6,21.65,21.62,43.3,38.1,19.82,0.79,130.68,14.69,9.54,4.97,11.27,28.35,40.36,0.44,330.25,0.0,151.2
1/9/2021 14:00,79.28,115.92,23.92,18.85,42.78,36.23,15.95,0.71,130.26,9.35,7.64,4.39,12.45,28.24,41.46,0.5,171.41,0.0,106.45
1/9/2021 15:00,94.55,135.25,24.22,23.55,47.8,37.66,16.91,0.92,112.62,14.01,8.52,3.66,9.47,27.92,43.14,0.3,243.77,0.0,58.88
1/9/2021 16:00,121.35,162.38,23.9,22.8,46.7,37.66,11.34,0.77,84.9,16.29,11.06,4.92,12.33,26.16,50.67,0.12,291.58,0.0,32.58
1/9/2021 17:00,102.0,157.68,24.62,49.62,74.25,40.15,8.54,1.07,42.7,16.25,11.73,5.34,14.15,23.87,62.23,0.09,187.02,0.0,20.52
1/9/2021 18:00,103.32,166.6,33.28,81.22,114.55,40.64,7.02,1.72,16.06,15.82,16.81,4.94,16.35,23.02,66.96,0.18,175.97,0.0,21.0
1/9/2021 19:00,113.32,164.35,48.68,102.0,150.7,42.73,6.2,1.86,10.28,30.34,29.88,8.49,33.07,22.74,69.78,0.19,167.18,0.0,21.28
1/9/2021 20:00,116.62,176.02,36.35,81.15,117.48,42.1,6.32,1.61,16.2,18.64,19.19,5.5,25.62,22.59,71.14,0.19,159.68,0.0,21.52
1/9/2021 21:00,120.0,166.58,29.15,53.58,82.72,41.5,7.34,1.35,31.72,10.37,11.72,3.18,16.65,22.25,72.65,0.09,224.5,0.0,22.85
1/9/2021 22:00,115.4,154.32,21.3,31.68,53.0,37.78,13.15,1.08,38.89,9.76,9.48,2.76,14.17,21.91,76.04,0.09,143.24,0.0,22.72
1/9/2021 23:00,110.85,159.2,21.48,35.28,56.75,37.61,32.59,0.86,24.16,7.83,8.26,1.92,10.52,21.56,80.64,0.08,128.79,0.0,22.55
1/10/2021 0:00,103.15,153.3,21.95,30.08,52.0,37.06,16.24,0.53,36.98,6.43,6.85,1.68,8.28,21.3,79.42,0.2,210.37,0.0,22.7
1/10/2021 1:00,94.12,115.55,21.1,17.77,38.88,36.92,10.66,0.45,52.04,4.59,5.26,1.46,6.24,21.18,81.39,0.38,331.37,0.0,22.65
1/10/2021 2:00,83.08,117.55,22.55,12.22,34.75,35.82,5.71,0.47,48.29,4.17,4.34,1.46,5.37,20.92,89.52,0.52,329.37,0.0,22.42
1/10/2021 3:00,77.53,121.95,22.85,21.4,44.22,36.27,5.12,0.51,32.93,4.08,3.54,0.96,4.19,20.68,93.65,0.54,322.09,0.0,21.0
1/10/2021 4:00,76.47,116.28,23.8,27.58,51.42,36.42,8.57,0.59,26.84,5.11,4.47,2.02,5.91,20.49,91.93,0.39,323.8,0.0,20.98
1/10/2021 5:00,83.6,124.45,23.88,27.08,50.92,37.28,7.89,0.58,29.06,5.75,6.97,1.47,5.6,20.26,91.94,0.44,319.48,0.0,20.88
1/10/2021 6:00,84.95,234.1,23.83,32.15,56.02,36.36,6.44,0.77,26.56,5.6,7.9,1.96,5.96,20.38,91.12,0.58,334.3,0.0,24.02
1/10/2021 7:00,88.65,232.6323880597015,27.12,42.8,69.9,36.38,14.02,0.91,23.66,6.05,5.76,1.65,6.52,21.58,84.9,0.57,320.44,0.0,36.17
1/10/2021 8:00,91.12,232.26505,28.02,44.45,72.5,37.75,17.62,0.91,34.04,5.98,6.01,1.95,7.0,24.11,70.89,0.37,164.1,0.0,76.08
1/10/2021 9:00,93.0,231.77753768844218,24.6,26.82,51.42,37.66,12.02,0.64,67.39,5.61,5.9,1.58,6.72,26.1,50.59,0.5,263.26,0.0,79.58
1/10/2021 10:00,87.8,231.14055555555555,22.38,15.2,37.62,36.1,10.78,0.53,79.77,4.59,4.88,3.37,11.92,27.55,40.3,0.53,83.38,0.0,70.12
1/10/2021 11:00,70.9,125.7,21.08,12.7,33.83,37.63,8.94,0.5,87.71,5.2,6.0,1.56,6.41,28.77,37.97,0.36,338.69,0.0,80.85
1/10/2021 12:00,69.88,100.6,20.65,13.15,33.75,37.67,9.12,0.48,93.17,5.13,4.52,1.72,5.92,29.06,37.3,0.63,174.25,0.0,186.08
1/10/2021 13:00,67.0,75.5,20.3,11.15,31.48,38.27,8.81,0.44,91.01,10.37,5.44,1.8,6.02,29.43,36.67,0.64,348.36,0.0,170.75
1/10/2021 14:00,64.78,334.2,24.08,8.3,32.38,37.54,7.55,0.42,91.27,14.36,6.36,4.32,9.84,29.28,37.67,0.57,338.63,0.0,121.43
1/10/2021 15:00,63.55,404.75,23.58,9.48,33.02,37.72,10.35,0.58,95.86,8.83,5.96,3.75,8.52,28.56,40.41,0.46,328.25,0.0,55.18
1/10/2021 16:00,66.55,424.3,23.5,12.5,36.0,38.9,11.68,0.59,84.08,34.08,9.02,8.86,13.2,27.01,46.25,0.15,279.12,0.0,33.9
1/10/2021 17:00,69.42,311.4,24.18,29.4,53.58,40.11,11.43,1.06,47.41,20.37,14.84,6.2,11.69,24.68,56.4,0.08,224.02,0.0,23.58
1/10/2021 18:00,75.1,900.8,25.85,59.12,84.98,40.16,8.37,1.48,21.07,14.22,9.03,3.44,11.15,23.5,62.72,0.08,206.93,0.0,22.68
1/10/2021 19:00,91.02,233.78035532994923,30.88,66.53,97.4,41.58,8.08,1.78,17.12,13.94,10.4,3.16,15.41,22.79,66.23,0.1,214.8,0.0,22.92
1/10/2021 20:00,104.2,233.76892857142857,37.1,73.22,110.32,43.29,5.4,2.32,14.56,18.52,12.66,3.44,18.95,22.55,67.77,0.09,190.84,0.0,22.92
1/10/2021 21:00,105.02,284.9,34.12,70.4,104.55,42.52,4.34,1.85,12.0,12.97,12.09,3.73,18.68,22.26,69.18,0.12,181.31,0.0,22.92
1/10/2021 22:00,105.22,233.81774358974357,22.52,44.68,67.22,38.53,11.92,1.14,19.56,7.78,9.32,3.19,15.8,22.32,73.92,0.08,164.7,0.0,22.92
1/10/2021 23:00,100.65,233.78731958762884,21.45,29.12,50.52,38.12,35.29,0.82,20.62,6.5,6.72,1.78,10.34,22.22,88.3,0.06,222.04,0.0,22.75
1/11/2021 0:00,96.3,233.86678756476684,25.05,40.28,65.38,37.93,36.26,0.88,10.92,6.35,5.82,1.42,9.28,21.68,92.4,0.11,172.83,0.0,23.2
1/11/2021 1:00,85.9,168.7,24.2,36.0,60.25,37.76,33.33,0.64,20.9,6.89,6.64,1.65,9.3,22.19,86.33,0.38,341.58,0.0,24.7
1/11/2021 2:00,78.3,187.9,22.48,30.25,52.72,35.15,19.4,0.8,19.34,5.62,4.85,1.32,6.39,21.94,85.34,0.47,260.96,0.0,23.62
1/11/2021 3:00,79.68,190.77,21.3,20.78,42.08,34.61,15.97,0.73,27.79,6.63,5.34,1.34,6.44,22.04,81.17,0.34,349.86,0.0,22.78
1/11/2021 4:00,81.47,173.05,21.18,18.55,39.75,34.97,10.98,0.66,29.93,5.89,5.24,1.2,6.07,21.97,81.06,0.25,218.3,0.0,22.78
1/11/2021 5:00,81.25,115.35,22.2,24.33,46.55,35.08,8.32,0.68,17.78,5.29,5.42,1.11,5.57,21.17,86.46,0.12,233.86,0.0,22.5
1/11/2021 6:00,89.62,119.55,30.22,40.55,70.8,34.99,11.38,0.92,10.52,5.67,5.6,1.4,6.04,21.22,86.43,0.24,306.36,0.0,25.52
1/11/2021 7:00,99.28,142.95,35.78,43.25,79.03,35.79,28.67,1.09,13.69,8.21,6.79,1.92,8.01,22.2,79.26,0.44,343.13,0.0,39.75
1/11/2021 8:00,108.48,125.48,28.42,40.03,68.5,36.94,26.88,0.98,27.63,7.48,6.84,1.85,7.6,23.51,69.25,0.56,95.04,0.0,57.28
1/11/2021 9:00,105.5,105.7,24.45,33.67,58.1,38.07,18.81,0.85,43.98,6.9,6.82,1.41,6.41,24.55,64.05,0.76,93.67,0.0,71.65
1/11/2021 10:00,121.89246305418719,216.19447916666664,22.28,25.88,48.15,35.46,15.56,0.73,57.32,7.76,7.56,1.45,5.75,25.49,59.92,0.8,95.9,0.0,90.8
1/11/2021 11:00,102.8,140.6,19.82,24.12,43.92,36.38,16.79,0.76,67.59,10.6,8.5,1.96,6.75,26.26,59.2,0.7,261.59,0.0,95.2
1/11/2021 12:00,100.62,134.02,18.33,24.08,42.42,37.8,16.0,0.75,81.6,19.63,9.61,3.43,8.52,27.03,56.64,0.68,90.61,0.0,109.32
1/11/2021 13:00,96.05,114.1,17.5,22.22,39.72,38.02,15.68,0.74,91.4,14.19,15.23,25.57,38.14,27.72,54.3,0.7,182.03,0.0,131.7
1/11/2021 14:00,91.2,206.73403141361254,22.82,11.42,34.28,35.69,10.03,0.62,89.89,20.94,17.58,12.87,26.36,27.68,54.18,0.79,5.74,0.0,112.35
1/11/2021 15:00,86.55,205.68973684210525,22.15,9.2,31.32,37.74,11.16,0.56,88.11,14.64,12.29,7.74,26.4,27.44,54.07,0.53,93.48,0.0,59.12
1/11/2021 16:00,82.48,134.3,22.32,19.35,41.68,38.55,6.81,0.65,70.06,9.17,8.53,5.27,18.63,26.38,56.09,0.43,94.99,0.0,31.75
1/11/2021 17:00,76.2,130.6,23.72,46.25,70.0,41.15,6.07,1.07,32.68,21.98,19.38,15.88,37.79,24.94,62.0,0.15,253.49,0.0,23.58
1/11/2021 18:00,80.55,140.25,26.98,59.08,86.1,43.11,8.1,1.37,21.12,42.14,44.3,14.24,44.53,24.32,65.48,0.18,332.15,0.0,23.8
1/11/2021 19:00,90.52,157.35,26.05,53.82,79.85,42.5,6.44,1.34,29.6,42.64,40.48,10.8,35.57,23.83,69.73,0.22,313.19,0.0,23.52
1/11/2021 20:00,93.18,163.15,27.3,54.25,81.6,41.96,9.05,1.32,23.09,22.07,24.54,5.42,23.06,22.76,75.88,0.1,253.15,0.0,23.42
1/11/2021 21:00,97.65,160.43,26.92,46.68,73.6,41.76,7.7,1.19,27.74,13.09,17.04,3.46,17.06,22.36,78.21,0.14,248.7,0.0,23.58
1/11/2021 22:00,100.07,157.3,23.35,38.45,61.78,39.99,5.05,1.18,26.39,11.43,15.9,2.73,14.42,21.68,81.71,0.12,198.4,0.0,23.48
1/11/2021 23:00,97.1,148.85,24.18,40.15,64.3,40.48,4.39,1.09,24.42,13.32,13.32,2.62,14.1,21.23,83.99,0.13,224.72,0.0,23.75
1/12/2021 0:00,94.3,145.95,24.05,27.85,51.88,39.15,5.12,0.83,29.67,10.85,10.28,2.03,11.33,20.82,85.28,0.08,272.02,0.0,23.8
1/12/2021 1:00,90.65,137.1,23.8,29.1,52.9,39.1,5.76,0.8,33.11,12.34,10.31,1.86,9.63,21.14,83.22,0.28,252.51,0.0,23.95
1/12/2021 2:00,88.08,128.5,22.9,14.55,37.45,36.79,7.51,0.67,46.5,9.52,9.29,1.72,7.83,20.56,83.62,0.5,91.3,0.0,23.55
1/12/2021 3:00,86.7,127.88,22.6,11.58,34.17,35.94,6.98,0.57,42.86,6.6,5.44,1.4,5.72,20.02,80.67,0.36,260.04,0.0,23.52
1/12/2021 4:00,83.68,126.22,22.65,12.98,35.62,36.49,6.16,0.51,39.33,5.78,5.0,1.16,4.92,19.57,75.34,0.46,180.99,0.0,23.52
1/12/2021 5:00,79.4,121.95,22.62,15.82,38.45,36.61,6.04,0.5,36.01,5.47,4.75,1.06,4.56,19.41,73.81,0.6,3.76,0.0,23.6
1/12/2021 6:00,82.35,120.58,24.7,18.8,43.53,35.81,7.25,0.59,36.49,5.48,4.55,1.03,4.35,19.07,73.19,0.29,346.01,0.0,26.6
1/12/2021 7:00,85.78,123.28,24.75,17.68,42.45,36.62,7.8,0.64,45.56,5.86,4.47,0.96,4.27,19.75,70.11,0.51,87.53,0.0,40.28
1/12/2021 8:00,83.95,122.98,24.85,18.15,42.98,37.51,9.65,0.57,55.97,9.79,4.55,0.93,4.19,21.29,62.52,0.3,240.21,0.0,72.9
1/12/2021 9:00,81.35,113.82,24.62,17.27,41.95,37.14,9.91,0.54,63.28,5.69,4.8,0.88,3.9,22.82,55.95,0.6,181.2,0.0,79.68
1/12/2021 10:00,77.57,108.25,24.98,19.22,44.22,35.8,8.94,0.64,75.71,7.46,7.03,1.37,4.62,24.2,52.13,0.61,350.65,0.0,75.38
1/12/2021 11:00,81.05,115.6,24.28,18.52,42.78,36.13,13.12,0.63,90.42,7.38,10.47,2.23,6.46,24.95,49.77,0.78,344.71,0.0,88.98
1/12/2021 12:00,83.05,124.42,23.67,18.15,41.82,37.21,14.89,0.61,105.49,7.06,11.6,2.88,8.38,25.44,49.18,0.37,184.49,0.0,164.88
1/12/2021 13:00,86.55,131.85,23.15,15.38,38.5,36.97,14.84,0.63,116.57,5.92,9.7,2.09,6.34,25.73,48.94,0.45,179.66,0.0,152.6
1/12/2021 14:00,90.4,126.12,24.82,15.52,40.38,35.64,12.91,0.74,112.68,9.42,8.26,2.28,5.9,25.94,50.16,0.48,244.34,0.0,111.2
1/12/2021 15:00,88.78,119.52,24.88,18.0,42.88,36.38,14.28,0.89,104.86,24.7,11.66,6.34,11.32,25.33,52.44,0.46,250.27,0.0,59.1
1/12/2021 16:00,91.07,124.98,25.08,24.2,49.3,37.72,13.06,0.79,92.4,18.35,11.69,5.78,12.36,24.22,56.0,0.39,174.4,0.0,34.28
1/12/2021 17:00,95.45,138.38,25.2,33.05,58.75,38.41,13.18,0.91,75.73,26.64,19.08,8.4,40.95,23.08,59.89,0.26,223.99,0.0,25.35
1/12/2021 18:00,107.58,159.78,24.83,45.1,69.92,37.64,10.71,1.03,52.52,30.89,30.82,9.06,35.12,22.42,63.6,0.29,226.35,0.0,24.1
1/12/2021 19:00,111.72,165.02,25.15,35.7,60.85,38.06,6.23,0.85,58.0,17.1,23.94,4.99,20.98,21.64,65.45,0.22,228.9,0.0,23.5
1/12/2021 20:00,106.82,155.48,25.3,28.75,54.02,38.42,4.86,0.83,59.35,10.74,13.07,2.33,12.06,20.86,69.68,0.21,241.73,0.0,23.6
1/12/2021 21:00,94.98,149.8,25.33,28.15,53.45,38.2,4.71,0.86,54.67,9.57,9.43,1.86,9.6,20.31,73.88,0.28,233.52,0.0,24.02
1/12/2021 22:00,96.45,148.52,24.42,19.5,43.92,36.02,5.27,0.73,61.9,11.92,9.25,1.55,8.34,20.03,74.19,0.43,186.04,0.0,23.78
1/12/2021 23:00,93.7,144.3,24.48,20.0,44.42,37.12,5.49,0.69,53.66,8.01,6.26,1.14,6.45,19.54,77.07,0.21,219.33,0.0,24.05
1/13/2021 0:00,94.72,137.6,24.45,14.9,39.4,37.16,3.42,0.6,57.35,6.87,6.05,1.11,6.02,19.35,77.84,0.29,245.31,0.0,24.0
1/13/2021 1:00,93.8,135.62,24.28,8.22,32.5,35.91,2.64,0.54,65.19,6.0,4.95,0.89,4.6,19.19,77.94,0.24,225.88,0.0,24.08
1/13/2021 2:00,95.2,138.48,24.3,8.82,33.15,34.85,5.77,0.55,63.16,4.91,4.42,0.72,3.41,18.67,80.27,0.43,212.36,0.0,23.8
1/13/2021 3:00,90.57,152.48,24.48,10.2,34.78,35.42,4.81,0.6,44.88,5.45,4.48,0.8,3.45,17.46,84.38,0.8,5.24,0.0,23.85
1/13/2021 4:00,91.1,151.55,24.28,9.98,34.25,35.24,6.16,0.5,58.87,5.12,3.99,0.77,3.36,16.91,75.23,0.72,90.81,0.0,23.55
1/13/2021 5:00,87.88,149.35,24.0,9.02,33.0,34.79,5.98,0.48,60.68,4.16,3.6,0.69,2.88,16.64,72.49,0.4,335.76,0.0,23.78
1/13/2021 6:00,88.65,145.93,24.9,13.98,38.92,34.32,5.92,0.5,55.91,4.39,3.63,0.64,2.69,16.73,69.46,0.34,141.27,0.0,26.28
1/13/2021 7:00,92.78,147.0,25.25,17.08,42.28,35.24,5.82,0.52,63.54,4.42,3.74,0.7,2.9,17.06,63.99,0.74,91.01,0.0,40.3
1/13/2021 8:00,91.28,149.75,25.2,15.38,40.55,36.04,7.76,0.53,71.33,4.39,3.77,0.74,3.1,17.88,60.14,0.61,143.35,0.0,66.28
1/13/2021 9:00,88.8,145.35,25.45,16.58,42.03,34.85,8.84,0.55,72.09,5.76,4.33,0.81,3.42,18.97,57.54,0.57,176.68,0.0,80.15
1/13/2021 10:00,91.02,147.43,25.2,17.52,42.75,33.41,9.62,0.59,77.42,6.86,5.5,0.9,3.86,19.96,56.2,0.6,263.14,0.0,88.4
1/13/2021 11:00,97.1,146.57,24.68,15.8,40.48,35.13,9.14,0.57,90.29,8.74,6.83,1.66,5.7,20.9,54.46,0.16,236.3,0.0,100.5
1/13/2021 12:00,98.82,145.82,23.83,11.32,35.18,36.42,0.4,0.66,101.81,8.61,10.48,1.25,4.82,21.85,52.82,0.17,182.26,0.0,156.45
1/13/2021 13:00,103.38,137.32,23.85,11.4,35.28,34.28,0.32,0.71,111.26,12.84,9.87,1.46,5.1,22.33,52.05,0.37,264.58,0.0,135.88
1/13/2021 14:00,103.4,143.22,25.02,12.1,37.15,32.4,0.46,0.68,111.46,9.14,9.7,1.53,5.14,22.32,52.2,0.26,260.58,0.0,99.62
1/13/2021 15:00,103.18,155.7,25.22,16.35,41.58,33.89,0.12,0.69,103.8,8.91,12.79,2.15,7.12,21.77,54.76,0.22,315.56,0.0,57.18
1/13/2021 16:00,111.07,156.02,25.48,20.62,46.12,35.63,5.34,0.77,87.41,11.98,13.28,1.68,6.2,20.79,59.77,0.31,150.84,0.0,34.02
1/13/2021 17:00,111.82,158.38,25.68,20.98,46.62,34.66,4.56,0.78,78.87,11.11,9.77,2.32,9.09,20.09,62.68,0.31,195.94,0.0,25.55
1/13/2021 18:00,110.4,160.07,24.88,24.8,49.68,33.58,5.58,0.76,70.66,12.74,8.9,2.43,10.07,19.41,65.39,0.42,218.37,0.0,23.68
1/13/2021 19:00,112.55,143.65,25.28,30.22,55.5,36.1,5.74,0.84,61.28,10.48,12.08,6.08,24.37,19.12,67.12,0.22,279.29,0.0,25.02
1/13/2021 20:00,115.12,127.58,25.22,27.38,52.62,36.79,5.26,0.8,68.18,8.68,9.16,1.92,10.3,19.04,66.26,0.33,226.6,0.0,24.52
1/13/2021 21:00,117.12,121.72,25.15,22.05,47.22,34.8,4.55,0.79,71.78,8.15,7.05,1.24,6.95,18.85,65.87,0.28,248.7,0.0,24.32
1/13/2021 22:00,112.9,121.4,24.9,21.05,45.95,33.98,4.48,0.77,63.22,6.94,7.42,1.04,5.84,18.54,68.4,0.19,201.47,0.0,24.55
1/13/2021 23:00,113.95,173.80962962962963,24.98,19.58,44.5,35.31,4.42,0.68,58.26,6.65,9.2,1.12,5.64,18.1,67.0,0.15,267.23,0.0,24.15
1/14/2021 0:00,114.72,173.8777659574468,25.0,18.67,43.65,36.48,4.18,0.54,60.7,6.22,6.7,0.94,4.41,17.6,65.04,0.22,304.77,0.0,24.25
1/14/2021 1:00,116.28,173.96812834224596,25.1,17.12,42.28,35.17,3.85,0.56,56.68,6.22,5.92,1.05,4.14,17.67,64.94,0.44,255.6,0.0,24.78
1/14/2021 2:00,116.0,174.09940860215053,24.52,15.22,39.8,33.69,6.62,0.52,57.36,7.14,6.6,1.15,4.3,17.8,63.97,0.35,248.38,0.0,24.85
